Price,Close,High,Low,Open,Volume
Ticker,SAN.PA,SAN.PA,SAN.PA,SAN.PA,SAN.PA
Date,,,,,
2015-01-02,49.150779724121094,49.89351306216598,48.681679723388356,49.320172504057545,2009353
2015-01-05,47.73698043823242,49.072596085230686,47.52197709094811,48.629564942789656,4375082
2015-01-06,47.893341064453125,48.66213829402137,47.81515939656991,48.21258495742177,3341157
2015-01-07,48.40152359008789,48.929253533327824,47.945458084689406,48.929253533327824,4727635
2015-01-08,50.440792083740234,50.5385204221368,49.00093089675249,49.2354759101826,4686432
2015-01-09,48.78592300415039,50.38866460570078,48.427585796772554,50.36260571703907,3768418
2015-01-12,49.47002029418945,50.11502525508869,48.65561756685767,49.15077642422293,2987714
2015-01-13,50.056392669677734,50.58412266369443,49.08562657107248,49.20289657116347,2600817
2015-01-14,49.339717864990234,50.518970063418145,49.03350342663023,49.704567302955894,2982519
2015-01-15,50.71443176269531,50.818677325535376,47.69137541263754,49.78927113450054,5091110
2015-01-16,52.07611083984375,52.20641529327193,50.23230682213056,50.4733690613988,4886963
2015-01-19,51.939292907714844,52.51914571231436,51.8024712357728,52.12823236147351,3046011
2015-01-20,52.36278533935547,52.975214291241116,52.01747752696477,52.17384087701695,3607390
2015-01-21,52.51914978027344,52.76021203238997,51.36595630554426,52.55172589536675,3939828
2015-01-22,52.88398742675781,53.04035574290748,51.704735323205874,52.375804143410164,4467525
2015-01-23,54.45416259765625,54.695224816927144,53.15111817146863,53.56809038870104,5522790
2015-01-26,54.043704986572266,54.962348348815254,53.32051829687493,54.43461833166357,3777617
2015-01-27,53.34657287597656,54.03718339776842,52.80580845939717,53.972031178852085,3826838
2015-01-28,53.418243408203125,53.9459733934949,52.851420091614614,53.88733839441882,3184291
2015-01-29,53.59415054321289,53.7439966434927,53.07293280903969,53.242325573924745,2971562
2015-01-30,53.42475891113281,54.095827820462,53.014298898795985,54.037187819917136,3897546
2015-02-02,53.470367431640625,54.07628415029913,52.90354404884508,53.555066327430666,2925695
2015-02-03,53.10551452636719,54.20658510695434,52.94263396723481,53.47036398010216,3650442
2015-02-04,53.15763854980469,53.229302998779744,52.39535851478657,52.90354187288573,3982306
2015-02-05,55.073116302490234,55.235996878248024,53.94598171867239,54.421593999459084,4546416
2015-02-06,55.37932586669922,55.66599365542396,54.61704583943037,54.981895298001014,4360606
2015-02-09,55.262054443359375,55.47705779776741,54.58447326363611,54.96886941404014,3968937
2015-02-10,55.55523681640625,56.03736128686479,54.75386344167595,55.37280958508945,2996779
2015-02-11,55.37932586669922,55.503113094132786,54.69522750927627,55.359779199770415,2074805
2015-02-12,55.32720947265625,55.5031194995781,54.779932722706086,55.209934455418384,3103309
2015-02-13,56.50645446777344,56.68236447163968,55.47705333482678,55.679022228943865,3322040
2015-02-16,55.84842300415039,56.33706470657714,55.77675355531333,56.33706470657714,1536815
2015-02-17,55.72462844848633,56.01781345770633,54.8646200876815,55.68554011264524,2500886
2015-02-18,56.493431091308594,56.59115943705131,55.78327377805947,56.01781880912011,2443916
2015-02-19,57.229644775390625,57.412066998510554,56.76054977703955,57.00161199862158,3418612
2015-02-20,56.93646240234375,57.503285759735206,56.34357515625526,57.314341308691816,4972157
2015-02-23,58.01797866821289,58.01797866821289,57.275245401243055,57.490248714692854,2711324
2015-02-24,57.82252883911133,58.09616718038139,57.12540104177329,58.02450273269146,2415953
2015-02-25,58.050559997558594,58.05707721892485,57.50328333034385,57.58146499739322,2630391
2015-02-26,57.03419494628906,58.08314284644279,56.760556580938946,58.05056673157088,4078912
2015-02-27,57.1384391784668,57.1384391784668,56.4087351581265,56.9234408048238,3914113
2015-03-02,56.29145431518555,57.00812881418896,55.98523984700345,56.91040047341576,3216121
2015-03-03,56.13508605957031,56.851760495894,56.069933838086335,56.35660661133727,2565157
2015-03-04,56.975547790527344,56.97554779052734,55.84190113440215,56.3566066835061,3157785
2015-03-05,57.229644775390625,57.66616366277468,56.78009144532446,56.87781977822547,2802846
2015-03-06,57.10585403442383,57.35343348376089,56.89085569476697,57.125400701084246,2541449
2015-03-09,57.07326889038086,57.34039496410383,56.721448937648205,56.98205779089268,2362537
2015-03-10,56.278419494628906,57.210097253930286,55.90054061135633,57.07327559076673,2889381
2015-03-11,58.16130828857422,58.22646050013275,56.64326575755501,56.68235408576913,3794409
2015-03-12,58.3111686706543,58.41541422491404,57.64661700638859,57.98540756092903,2688142
2015-03-13,58.52617645263672,58.591328679535565,57.67919750295168,58.44147755809431,2731171
2015-03-16,59.98558044433594,60.20709600227295,58.59132487830356,58.636930434600096,3645293
