Price,Close,High,Low,Open,Volume
Ticker,AIR.PA,AIR.PA,AIR.PA,AIR.PA,AIR.PA
Date,,,,,
2015-01-02,35.34464645385742,35.71490134493083,34.70627236917804,35.35741341604085,1903339
2015-01-05,35.45104217529297,36.770347969088995,34.953107920998754,35.00417901672953,4467274
2015-01-06,36.272422790527344,37.23849429970656,35.47658180059557,35.59574446284438,4810966
2015-01-07,37.21721649169922,37.634289085986175,36.43840239497547,36.6001226984659,4236974
2015-01-08,38.485450744628906,38.72803279821268,37.430004026529986,37.62151822479439,4548325
2015-01-09,37.91942596435547,38.88975420667838,37.70663456921662,38.510985783086355,4179216
2015-01-12,38.2598876953125,39.01316769125674,38.12370135294648,38.12370135294648,3308396
2015-01-13,38.78335952758789,39.14085076921743,37.22998489983276,37.54491526376563,3761440
2015-01-14,38.42161178588867,39.4728017426423,38.08965774626939,38.29393890361756,2928718
2015-01-15,39.383426666259766,39.47705538742174,38.08114453685047,38.757819526621624,5004208
2015-01-16,39.48982620239258,39.664313452266825,38.949334258207394,39.19191631082011,3860675
2015-01-19,39.706871032714844,39.94519632864631,39.44726530095865,39.528123813827605,2071579
2015-01-20,40.0728759765625,40.42610721499519,39.81752371194659,39.81752371194659,2755590
2015-01-21,39.8515739440918,40.31546089395032,39.18766580158732,40.289923717511506,3842891
2015-01-22,40.28566360473633,40.43036017736689,39.2557509093869,39.92817241581258,4747740
2015-01-23,41.9454345703125,42.54125106642372,40.600594776116196,40.7452913517899,6911057
2015-01-26,42.67743682861328,42.975346696039395,41.945433993199906,41.945433993199906,6342198
2015-01-27,41.766693115234375,43.579676638779695,41.61773979395528,42.81362634800311,4591955
2015-01-28,41.66880798339844,42.43485497369671,41.498574236574825,42.136948351959376,3778406
2015-01-29,41.09001541137695,42.128435103352466,40.56654720531844,41.328340710037125,4444319
2015-01-30,40.175010681152344,42.06885254595056,39.91966169050766,41.20492011668444,6279555
2015-02-02,39.89413070678711,40.511227714083255,39.62601471206201,40.03031707271814,2830148
2015-02-03,40.213314056396484,40.66017725287352,40.0388268133212,40.1962903563752,3064365
2015-02-04,40.545265197753906,40.55377867062675,39.655798851915876,40.017543522486655,2689667
2015-02-05,41.20492172241211,41.31557414654767,40.004778497368605,40.132454621135686,2708767
2015-02-06,41.14959716796875,41.24747938225788,40.898501656868724,41.004897344450036,2177587
2015-02-09,41.055965423583984,41.145337404946034,40.43886853283868,40.85594102613339,2569266
2015-02-10,42.33271408081055,42.575296103641776,41.264500534301085,41.264500534301085,3340873
2015-02-11,42.06459045410156,42.39229093537486,41.694335601233554,42.260361343841495,1823991
2015-02-12,42.366764068603516,42.50295041874952,41.813505194732336,41.91564414560717,1976894
2015-02-13,42.345481872558594,42.60934433553674,42.047575258662754,42.51571561490132,2540087
2015-02-16,42.94129943847656,43.17111450943832,42.771065691808005,42.771065691808005,1845654
2015-02-17,43.12855529785156,43.17962639789977,42.22632192557138,42.873206291488096,1861650
2015-02-18,43.741397857666016,43.78395548652027,42.90725599375456,43.34986247710453,1835841
2015-02-19,44.252098083496094,44.260608310287274,43.26474618183647,43.57116305040211,1817126
2015-02-20,44.65214157104492,44.660655044372604,44.05632506871747,44.064838542045145,2769517
2015-02-23,44.975582122802734,45.111768463759184,44.703209440889836,44.881953404594206,1880919
2015-02-24,44.13292694091797,45.00962955552629,43.852044033007786,44.79683819467917,2488759
2015-02-25,43.74991226196289,44.149957878026804,43.39242102871921,43.91163255382371,2069140
2015-02-26,43.9456787109375,44.10739899821498,43.486048529910214,43.80949235140411,2128171
2015-02-27,47.09498596191406,47.452473892800185,45.801214086773705,46.14167831900736,7164236
2015-03-02,47.74187469482422,48.33769121505282,46.95880071902521,47.53759353902571,3133916
2015-03-03,47.15456771850586,48.031267102090624,47.069449224458744,47.775918113826364,2417019
2015-03-04,48.10787582397461,48.431319632357564,47.08647654540761,47.0949900189365,3085353
2015-03-05,50.39750289916992,50.64434164612211,48.19298436822589,48.30363678012487,4599758
2015-03-06,50.57624816894531,50.63583273608362,49.54633878041778,49.79317753378209,3360543
2015-03-09,50.11662673950195,50.63583822634434,49.725088132528796,50.193231766199006,1917367
2015-03-10,50.11662673950195,50.354952046142216,49.29950537242045,49.8612777328247,3101036
2015-03-11,52.28709411621094,52.372209362863586,50.25280919999052,50.303877049206704,3256951
2015-03-12,52.840354919433594,53.18081916560612,52.261562129307784,52.34667737911625,3119244
2015-03-13,54.10008239746094,54.10008239746094,52.644586869673475,52.87440195300834,3415498
2015-03-16,54.355430603027344,54.474593256265216,53.72556668984871,54.125615523094815,2903861
2015-03-17,51.904075622558594,54.21924699206709,51.38486410981392,54.17668936332091,4210185
2015-03-18,52.082820892333984,52.76375595677498,51.682775275954775,51.92110060034571,3099599
2015-03-19,51.98918914794922,52.09132809654593,50.55923087984077,51.51253530960019,2906434
2015-03-20,52.26156234741211,52.525421571082724,51.580627358347996,51.98918965056193,3602871
2015-03-23,51.06993103027344,52.43179455897189,50.94225490392224,52.338169079511616,3139983
2015-03-24,51.33379364013672,51.70830529974722,49.48676277476639,50.46560442077991,5095155
2015-03-25,50.1251335144043,51.427415631639505,50.04852849298231,51.06992769629594,3098932
2015-03-26,51.1890983581543,51.197611832389235,49.23992836655351,49.69104833977241,3237783
2015-03-27,51.41891098022461,52.236029132687435,51.24867722006013,51.623192141809774,2905348
2015-03-30,52.082820892333984,52.31263598954197,51.50402803572255,51.78491423684531,2009482
