Price,Close,High,Low,Open,Volume
Ticker,CS.PA,CS.PA,CS.PA,CS.PA,CS.PA
Date,,,,,
2015-01-02,10.602812767028809,10.824860985743717,10.552851785466775,10.755470851219718,4339550
2015-01-05,10.2086763381958,10.652773838169436,10.172594230282696,10.547300536339401,9648835
2015-01-06,10.09765338897705,10.28639465298107,10.0948771904658,10.225330991447564,8745704
2015-01-07,10.205900192260742,10.291944332480595,10.07822261036754,10.172593227160196,8367052
2015-01-08,10.62779426574707,10.661101237010774,10.322477009599613,10.377989334245472,11283091
2015-01-09,10.389092445373535,10.658326542938221,10.26141483451568,10.608365554548701,9592990
2015-01-12,10.402970314025879,10.563955957148503,10.258638686718912,10.447379964058054,7576448
2015-01-13,10.638895988464355,10.727715276409628,10.330803620175072,10.366885727971354,7958972
2015-01-14,10.43627643585205,10.705510512798604,10.39186678944113,10.500116295201648,9606441
2015-01-15,10.819311141967773,10.82486248055341,10.108755685149744,10.525096549786413,19081438
2015-01-16,11.049684524536133,11.085766629277995,10.699957681398441,10.758245135651608,18801180
2015-01-19,11.121851921081543,11.246754388960342,11.024706145403334,11.066339595489904,10659680
2015-01-20,11.191241264343262,11.252304924015233,11.130177604671292,11.152382956846361,10714968
2015-01-21,11.241201400756836,11.316142870485674,11.10242113654996,11.199566897971017,13745815
2015-01-22,11.457698822021484,11.51321114212078,11.199567433547795,11.252304614106372,13111193
2015-01-23,11.488229751586914,11.621458674108874,11.424390959054058,11.560396079708823,13037750
2015-01-26,11.524314880371094,11.56039805058369,11.363329243122235,11.391085935135592,7566901
2015-01-27,11.5742769241333,11.618686576600567,11.468803602469935,11.585379601952527,10639698
2015-01-28,11.618684768676758,11.679748428371056,11.452147803731249,11.657543076187869,9232905
2015-01-29,11.743586540222168,11.754688156854412,11.499332974552871,11.546517756965779,7789765
2015-01-30,11.577049255371094,11.829629291024753,11.493781309548563,11.818527674708625,11311667
2015-02-02,11.554845809936523,11.649216437794061,11.382757509319603,11.568723625454803,7593300
2015-02-03,11.710278511047363,11.840732300431503,11.593703595366613,11.613132747980071,9558645
2015-02-04,11.663095474243164,11.713056462386612,11.56594863782665,11.696402446735608,7432426
2015-02-05,11.50210952758789,11.585378544824415,11.438270724166882,11.543744036206153,8153894
2015-02-06,11.579826354980469,11.62145980172797,11.44104608153654,11.524314033841005,5546270
2015-02-09,11.341123580932617,11.466026032909511,11.169036346436346,11.452147159171426,11934330
2015-02-10,11.577049255371094,11.657542061816939,11.352225907531198,11.402186886786591,10476687
2015-02-11,11.46602725982666,11.574275710186576,11.39941225870774,11.574275710186576,4747516
2015-02-12,11.57149887084961,11.721381820960316,11.402187825883217,11.438269934798804,6992316
2015-02-13,11.568723678588867,11.78799676473693,11.54651832661007,11.65476782929252,8730377
2015-02-16,11.399412155151367,11.61313391417075,11.399412155151367,11.571499406498456,6057295
2015-02-17,11.438271522521973,11.441047721322045,11.199569248576951,11.341125740711608,6576350
2015-02-18,11.660318374633789,11.67697238899803,11.468801974087711,11.49933380435074,8826441
2015-02-19,11.796323776245117,11.818529129228965,11.563172863962244,11.618685187612359,8518794
2015-02-20,11.740812301635742,11.782446812086517,11.59648067323186,11.73248582306942,10336897
2015-02-23,11.821304321289062,11.882367983455513,11.77411847539421,11.857387490642829,5801325
2015-02-24,11.899022102355957,11.960085770490196,11.79632498133806,11.88514428472807,7293245
2015-02-25,12.212663650512695,12.47912151240962,12.146048655633752,12.146048655633752,14605099
2015-02-26,12.4735689163208,12.476345114349142,12.245969383225288,12.254296918500998,10207769
2015-02-27,12.595697402954102,12.606799019683791,12.415282631276593,12.459692274623599,8654917
2015-03-02,12.470796585083008,12.615128209584995,12.437489612908566,12.548513206426557,6770102
2015-03-03,12.337569236755371,12.559617511382516,12.287608242613052,12.517982996660686,6814137
2015-03-04,12.506877899169922,12.559614018851175,12.276502150374638,12.401404600998022,8549788
2015-03-05,12.5901460647583,12.651209721411899,12.506878115836662,12.567940713680843,8331799
2015-03-06,12.651208877563477,12.72059900683802,12.554062061293505,12.567939875386546,7551700
