Price,Close,High,Low,Open,Volume
Ticker,RNO.PA,RNO.PA,RNO.PA,RNO.PA,RNO.PA
Date,,,,,
2015-01-02,44.692562103271484,45.49836973579067,44.33442221524051,45.31183984862546,556271
2015-01-05,43.13317108154297,45.192459733323986,42.96156393107957,44.483645610126345,1141204
2015-01-06,42.909339904785156,43.76737864248554,42.416901048651354,43.28986252092799,937753
2015-01-07,42.812339782714844,43.782294610499484,42.67057524926052,43.170476818532855,872019
2015-01-08,44.468727111816406,44.670179745771954,43.30478235503379,43.37193323301897,1247456
2015-01-09,43.901676177978516,45.02831549084953,43.4092373692861,44.37919225353233,1010288
2015-01-12,44.3045768737793,44.54333488698079,43.43907836436889,43.983745259873544,923992
2015-01-13,45.91619873046875,46.37133212068523,44.11805069199101,44.20758424288302,1888290
2015-01-14,44.59556579589844,45.856506809369506,44.461264049348834,45.14023272525175,1424457
2015-01-15,46.01319122314453,46.557860998617905,43.46146373161157,44.92385736463819,1633251
2015-01-16,46.96076202392578,47.00553022020331,45.81174011500366,45.86396825421738,1283249
2015-01-19,47.67704391479492,48.04264092749036,46.85631064127335,47.005535131570035,988594
2015-01-20,47.57257843017578,48.33362066752148,47.25174966125342,47.900869988038224,995325
2015-01-21,48.542537689208984,48.617154200601966,46.893614112866786,47.527817458843224,1689165
2015-01-22,50.37799072265625,50.952505977737,48.632073666047376,48.81860355803245,2487918
2015-01-23,51.46733474731445,52.62381676206282,50.96743026735428,51.03458399433922,2028712
2015-01-26,51.43002700805664,52.213454906959335,50.982356362587,51.13904080387932,987586
2015-01-27,50.84804916381836,51.61655139999912,49.99747332062407,51.467329764942065,1594188
2015-01-28,51.817996978759766,52.15375416909896,51.206179216684816,51.40017188049591,1323124
2015-01-29,52.06422424316406,52.38505589557078,51.34795011760409,51.62401641605104,1340948
2015-01-30,50.8928108215332,52.28059355809839,50.70628094503186,52.23582820931889,1226472
2015-02-02,51.10919189453125,51.668781586807135,50.67644116631879,51.01219839714875,876479
2015-02-03,52.347755432128906,52.89241956863253,51.527019293658846,51.63147558538395,1455735
2015-02-04,52.4820442199707,52.74319060550259,51.66131388777952,52.46712433426839,1016239
2015-02-05,53.064022064208984,53.28039740709272,51.79561547066022,51.98214534979032,944456
2015-02-06,53.08641052246094,53.45200753150298,52.63873990226485,53.05656505545576,631291
2015-02-09,50.907737731933594,52.60142655022457,50.7137450614112,52.52681573615911,1685185
2015-02-10,51.50463104248047,52.153757092908435,50.818202430439165,51.03457778058182,1326877
2015-02-11,51.638938903808594,51.92246231390018,50.8182084493826,51.11665743983961,838060
2015-02-12,57.600433349609375,57.99588153646828,54.46673317021714,54.46673317021714,3612005
2015-02-13,59.2045783996582,59.540335574317595,57.27213171799276,57.622808777276234,2461864
2015-02-16,59.68955993652344,60.61474652165634,59.20458112355118,59.26427204967331,1994684
2015-02-17,60.45059585571289,61.01764823648682,59.182195056748796,59.46571840091591,1579677
2015-02-18,62.00999069213867,62.07713871324252,60.36106731767879,61.1071868007343,1504723
2015-02-19,62.94264602661133,63.18140405617769,61.286259706052014,61.741393089356706,1407532
2015-02-20,63.53207778930664,63.62160848787247,62.48750933066423,62.84564920224797,1625569
2015-02-23,63.44255447387695,64.39012964022257,62.77850842459915,63.994681434440686,1111215
2015-02-24,63.37539291381836,63.91259987106994,62.853105842072615,63.42015826277596,866263
2015-02-25,61.70408630371094,63.502237203911385,61.43548280249891,63.345552776944466,1445065
2015-02-26,62.89041519165039,62.89041519165039,61.428021611642336,61.45786707561477,958232
