Price,Close,High,Low,Open,Volume
Ticker,SAF.PA,SAF.PA,SAF.PA,SAF.PA,SAF.PA
Date,,,,,
2015-01-02,45.14305877685547,45.66479064687856,44.82471344961389,45.66479064687856,371455
2015-01-05,45.05462646484375,46.133459175198766,44.83355371808132,44.83355371808132,743160
2015-01-06,45.36412811279297,45.73553209090111,44.76280995646739,45.098841484602865,769752
2015-01-07,46.12462615966797,46.23958495347001,44.98388976878625,45.57636659225547,739959
2015-01-08,47.504119873046875,47.68097539776118,46.257269533314776,46.77015662693148,1361972
2015-01-09,47.725189208984375,48.28229014358616,47.37147143846985,47.380316238049176,1248616
2015-01-12,47.760562896728516,48.565267697672965,47.680976559347066,48.03469436399862,971758
2015-01-13,47.937416076660156,48.167333634228804,47.45989810937382,47.636756990587564,961940
2015-01-14,47.70751190185547,48.22924385558361,47.459908066885696,47.49528052521042,715742
2015-01-15,48.50335693359375,48.565257029815335,47.31840693359137,47.93741126910943,1141198
2015-01-16,48.812870025634766,49.01625657646748,48.202706999833744,48.202706999833744,1348727
2015-01-19,49.670623779296875,49.81211357746351,48.92782257873675,49.10467807984014,1146351
2015-01-20,49.29038619995117,49.88285960336214,49.2284827210175,49.56451427537301,893356
2015-01-21,49.060462951660156,49.38764966830869,48.66253133773499,49.29038049450686,1218883
2015-01-22,50.130455017089844,50.37805878817688,48.90129108051279,49.07814995320284,1682148
2015-01-23,52.5622673034668,52.80102633040014,50.13046652244217,50.39575657901468,2218557
2015-01-26,52.41193771362305,52.801024611531616,52.17317869446219,52.20855115062744,825594
2015-01-27,52.25276565551758,53.013256605598144,52.08475154668938,52.588797246477085,969824
2015-01-28,52.429622650146484,52.809868111298265,52.06706341664165,52.624164407656856,677781
2015-01-29,52.82755661010742,52.8629256936189,52.17317965224955,52.190865880656865,624526
2015-01-30,52.34119415283203,53.05747122881011,52.19086627020259,53.013257344113406,950010
2015-02-02,52.11127471923828,52.90713805743497,51.837143264236566,52.571106495384946,627631
2015-02-03,52.243919372558594,52.77449267882352,51.98747414609933,52.128960585990164,722392
2015-02-04,52.97787857055664,52.97787857055664,52.022845956422906,52.14664616813443,678542
2015-02-05,53.56151580810547,53.632260720773495,52.62416595507267,52.650696983974726,840453
2015-02-06,53.37580871582031,53.52613657625623,53.11052207350226,53.411181167676766,463332
2015-02-09,52.33235168457031,53.35812930633063,52.08475123654981,53.26970153869563,729032
2015-02-10,53.52613830566406,53.72068342385756,52.57110568780182,52.57110568780182,718663
2015-02-11,53.32275390625,53.73837181245698,53.04862581773298,53.260853797662094,697651
2015-02-12,53.738365173339844,53.897537825273126,53.15473324068533,53.18126089157337,512118
2015-02-13,53.464229583740234,54.0036475984923,53.269687870200165,53.67646089423206,607241
2015-02-16,53.77374267578125,53.99481544942618,53.46423876869666,53.46423876869666,482545
2015-02-17,53.50844955444336,54.083240082001936,53.243162916071185,53.499608128262096,630909
2015-02-18,54.11861801147461,54.180518120917185,53.27854076050726,53.58804130772014,659811
2015-02-19,54.11861801147461,54.1539904663855,53.63225856301024,53.97713156513401,990611
2015-02-20,54.49885940551758,54.587287162899386,53.9594413149015,54.0301828461464,893023
2015-02-23,54.55191421508789,54.93215964032048,54.52538656277486,54.78183177947641,663204
2015-02-24,53.871009826660156,54.6580317046665,53.38465041768289,54.56075914821051,783472
2015-02-25,55.73686599731445,56.15248388664097,54.11861506619485,54.38390171698299,1466332
2015-02-26,55.2858772277832,55.966781745722514,55.2858772277832,55.798764286163134,1011915
2015-02-27,55.62190628051758,55.69264780771181,55.28587474976307,55.3566162769573,1018730
2015-03-02,56.38239669799805,56.53272793283977,55.8871958615846,55.96678219219429,809736
2015-03-03,55.71034240722656,56.29397443084634,55.33894174369718,55.4892696198963,2153008
2015-03-04,56.3912467956543,56.453146906021516,55.728028436031536,55.736869863239846,938107
2015-03-05,58.07138442993164,58.142129324340246,56.3912336673541,56.559247731621184,1168293
2015-03-06,58.0360221862793,58.96453053547481,57.75304930549872,57.97412207943997,1817271
2015-03-09,58.22171401977539,58.354359014125514,57.42585754688399,58.053703323762925,929492
2015-03-10,58.433956146240234,59.15907456148777,58.27478348208319,58.54006675794125,766733
2015-03-11,59.91072082519531,60.20253850153658,58.42511153708271,58.5754394018868,1064442
2015-03-12,59.070648193359375,60.264439829335664,58.99990328615638,60.13179481498148,1153129
